"Student ID","Number Applications","Approved","Years Registered","Starting Year","Program Graduated","Graduated","Graduation Year","Bachelor_and_Master_Present","Number Applications Master","Master Approved","Years Registered Master","Starting Year Master","Bachelor.Open.Day","Master.Open.Day","Specialization","Mean_Grade_Master","count_A","count_B","count_C","count_D","count_E","count_F","count_EXCELLENT","count_PASS","count_FAIL","count_NO_GRADE","no_of_grades","max_attempts","mean_grade","highest_grade","lowest_grade","std_all_grades","PASS","FAIL","total_credit","program.x","program.y","2501","2504","2012","2013","2014","2015","2016","2017","year1","year2","year3","year4","year5","year6","more_than_three_years","more_than_four_years","more_than_five_years","no_of_ABCDEF_grades","mean_first_half","mean_last_half","diff_last_first","Bachelor","Master","BA ECONOMICS AND BUS","BA INTERNATIONAL BUS","MA Business and Economics","n_bins","max_bin","min_bin","max_resits_for_course","total_resits","applied_both_bsc_programs.x","pre_educ_Foreign.x","pre_educ_HBO","pre_educ_VWO","pre_educ_Uni_Bachelor","pre_educ_Uni_Master","pre_educ_Other","pre_educ_country","gender_bsc","year_of_birth_bsc","nationality_bsc","in_master_um_file","new.target.var"
9000258,1,1,3,2013,"2504",1,2016,0,NA,NA,NA,NA,0,0,NA,NA,5,15,5,2,0,0,0,1,0,0,28,"1",7.31481481481481,9,5,1.14478876241048,26,2,180,1,"2504",NA,7.31481481481481,NA,7.20833333333333,7.2,7.8,NA,NA,7.20833333333333,7.2,7.8,NA,NA,NA,0,0,0,27,7.14285714285714,7.5,0.357142857142857,NA,NA,NA,NA,NA,1,3,3,1,2,0,1,0,0,0,0,0,"Unknown","Female",1994,"Germany",0,1
9000271,2,1,3,2015,"2504",1,2018,0,NA,NA,NA,NA,0,0,NA,NA,0,14,10,6,0,2,0,2,0,0,34,"1",6.28125,7.5,3,1.30716079915162,26,8,180,1,"2504",NA,6.28125,NA,NA,NA,6.86363636363636,5.82142857142857,6.28571428571429,6.86363636363636,5.82142857142857,6.28571428571429,NA,NA,NA,0,0,0,32,6.65625,5.90625,-0.75,NA,NA,NA,NA,NA,1,5,5,2,8,0,0,0,1,0,0,0,"The Netherlands","Female",1997,"the Netherlands",0,1
9000278,1,1,5,2012,"2504",1,2017,0,NA,NA,NA,NA,0,0,NA,NA,0,7,18,14,0,7,0,2,0,0,48,"1",5.46739130434783,7.5,3,1.33084006015016,27,21,180,1,"2504",NA,5.46739130434783,5.54166666666667,5,6,5.6875,7.5,NA,5.54166666666667,5,6,5.6875,7.5,NA,1,1,0,46,5.06521739130435,5.8695652173913,0.804347826086957,NA,NA,NA,NA,NA,NA,NA,NA,4,18,0,1,0,0,0,0,0,"Unknown","Male",1993,"Belgium",0,1
9000281,1,1,3,2012,"2504",1,2015,1,1,1,1,2015,0,0,NA,7.5,2,15,7,1,0,1,0,2,0,0,28,"1",6.94230769230769,9,3,1.2435989954718,26,2,180,1,"2504",NA,6.94230769230769,6.86363636363636,6.66666666666667,7.5,NA,NA,NA,6.86363636363636,6.66666666666667,7.5,NA,NA,NA,0,0,0,26,6.73076923076923,7.15384615384615,0.423076923076923,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,0,0,0,0,0,"Unknown","Male",1988,"Germany",1,3
9000295,1,1,3,2014,"2504",1,2017,0,NA,NA,NA,NA,0,0,NA,NA,2,14,9,4,0,6,0,2,0,0,37,"1",6.14285714285714,9,3,1.77221790492056,27,10,180.5,1,"2504",NA,6.14285714285714,NA,NA,5.26923076923077,6.30769230769231,7.16666666666667,NA,5.26923076923077,6.30769230769231,7.16666666666667,NA,NA,NA,0,0,0,35,5.33333333333333,7,1.66666666666667,NA,NA,NA,NA,NA,1,5,5,2,10,0,1,0,0,0,0,0,"Unknown","Male",1996,"Europe",0,1
9000309,NA,NA,3,NA,"2501",1,2015,0,NA,NA,NA,NA,0,0,"Specialisation Economics",NA,2,14,7,0,0,0,0,3,0,0,26,"0",7.17391304347826,9,6,0.899604656251515,26,0,180,1,"2501",7.17391304347826,NA,7,7.16666666666667,7.5,NA,NA,NA,7,7.16666666666667,7.5,NA,NA,NA,0,0,0,23,6.875,7.5,0.625,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,0,0,0,0,0,"Unknown","Male",1994,"the Netherlands",0,1
9000313,1,1,4,2014,"2501",1,2018,0,NA,NA,NA,NA,0,0,"Specialisation Intl Business Economics",NA,0,14,9,4,0,2,0,3,0,0,32,"1",6.37931034482759,7.5,3,1.32729028753667,26,6,180,1,"2501",6.37931034482759,NA,NA,NA,6.5,6.8,5.42857142857143,7.5,6.5,6.8,5.42857142857143,7.5,NA,NA,1,0,0,29,6.56666666666667,6.16666666666667,-0.399999999999999,NA,NA,NA,NA,NA,1,3,3,1,5,0,0,0,1,0,0,0,"The Netherlands","Male",1995,"the Netherlands",0,1
9000326,1,1,3,2013,"2504",1,2016,0,NA,NA,NA,NA,0,0,NA,NA,1,21,3,0,0,0,0,1,0,0,26,"0",7.38,9,6,0.6,26,0,180,1,"2504",NA,7.38,NA,7.35,7.35,7.5,NA,NA,7.35,7.35,7.5,NA,NA,NA,0,0,0,25,7.26923076923077,7.5,0.230769230769231,NA,NA,NA,NA,NA,1,2,2,0,0,0,1,0,0,0,0,0,"Unknown","Male",1992,"Germany",0,1
9000332,2,1,3,2012,"2501",1,2015,1,1,1,1,2016,0,0,"Specialisation Intl Business Economics",7.125,1,17,5,1,0,0,0,3,0,0,27,"1",7.14583333333333,9,5,0.85311662216516,26,1,180,1,"2501",7.14583333333333,NA,6.8,7.5,7.2,NA,NA,NA,6.8,7.5,7.2,NA,NA,NA,0,0,0,24,6.79166666666667,7.5,0.708333333333333,NA,NA,NA,NA,NA,1,1,1,1,1,0,1,0,0,0,0,0,"Unknown","Male",1993,"Germany",1,2
9000334,1,1,3,2014,"2504",1,2017,0,NA,NA,NA,NA,0,0,NA,NA,0,23,2,0,0,0,0,3,0,0,28,"0",7.38,7.5,6,0.415331193145904,28,0,188,1,"2504",NA,7.38,NA,NA,7.5,7.35,7.2,NA,7.5,7.35,7.2,NA,NA,NA,0,0,0,25,7.38461538461539,7.38461538461539,0,NA,NA,NA,NA,NA,1,7,7,0,0,0,1,0,0,0,0,0,"Unknown","Female",1996,"Europe",0,1
9000361,1,1,3,2015,"2504",1,2018,1,NA,NA,1,NA,0,0,NA,NA,2,18,5,1,0,1,0,1,0,1,29,"1",7.07407407407407,9,3,1.19858653697165,26,3,192,1,"2504",NA,7.07407407407407,NA,NA,NA,7.54545454545455,6.68181818181818,6.9,7.54545454545455,6.68181818181818,6.9,NA,NA,NA,0,0,0,27,7.42857142857143,6.69230769230769,-0.736263736263736,NA,NA,NA,NA,NA,1,5,5,1,2,0,1,0,0,0,0,0,"Belgium","Female",1997,"Belgium",1,NA
9000386,2,1,3,2013,"2504",1,2016,1,1,0,1,NA,0,0,NA,NA,4,15,6,1,0,0,0,1,0,0,27,"1",7.28846153846154,9,5,1.05045777566808,26,1,180,1,"2504",NA,7.28846153846154,NA,7.8,7.2,6.58333333333333,NA,NA,7.8,7.2,6.58333333333333,NA,NA,NA,0,0,0,26,7.5,7.07692307692308,-0.423076923076923,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,"Unknown","Female",1992,"Germany",1,NA
9000397,4,1,3,2013,"2501",1,2016,0,NA,NA,NA,NA,0,0,"Specialisation Economics",NA,9,12,2,0,0,0,0,4,0,0,27,"0",7.95652173913043,9,6,0.952425653007062,27,0,184,1,"2501",7.95652173913043,NA,NA,8,7.83333333333333,8.1,NA,NA,8,7.83333333333333,8.1,NA,NA,NA,0,0,0,23,7.75,8.18181818181818,0.431818181818182,NA,NA,NA,NA,NA,2,1,1,0,0,0,1,0,0,0,0,0,"Unknown","Male",1989,"Germany",0,1
9000403,2,1,3,2013,"2504",1,2016,0,NA,NA,NA,NA,0,0,NA,NA,1,13,10,5,0,3,0,2,0,0,34,"1",6.265625,9,3,1.48097818044958,26,8,180,1,"2504",NA,6.265625,NA,5.91666666666667,6.03571428571429,7.5,NA,NA,5.91666666666667,6.03571428571429,7.5,NA,NA,NA,0,0,0,32,5.78125,6.75,0.96875,NA,NA,NA,NA,NA,1,2,2,2,8,1,1,0,0,0,0,0,"Unknown","Female",1993,"Germany",0,1
9000420,1,1,3,2015,"2504",1,2018,0,NA,NA,NA,NA,0,0,NA,NA,6,18,0,0,0,0,0,2,0,1,27,"0",7.875,9,7.5,0.663488802697037,26,1,180,1,"2504",NA,7.875,NA,NA,NA,7.8,8,7.8,7.8,8,7.8,NA,NA,NA,0,0,0,24,7.75,8,0.25,NA,NA,NA,NA,NA,1,5,5,0,0,0,1,0,0,0,0,0,"Germany","Female",1996,"Germany",0,1
9000435,1,1,3,2012,"2504",1,2015,0,NA,NA,NA,NA,0,0,NA,NA,4,20,0,0,0,0,0,2,0,0,26,"0",7.75,9,7.5,0.571040240720161,26,0,180,1,"2504",NA,7.75,7.65,8,7.5,NA,NA,NA,7.65,8,7.5,NA,NA,NA,0,0,0,24,7.625,7.875,0.25,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,"Unknown","Male",1991,"Germany",0,1
9000442,1,1,3,2014,"2504",1,2017,1,NA,NA,1,NA,0,0,NA,NA,1,16,8,2,0,0,0,1,0,0,28,"1",6.92592592592593,9,5,0.957798996334261,26,2,180,1,"2504",NA,6.92592592592593,NA,NA,6.95,6.79166666666667,7.2,NA,6.95,6.79166666666667,7.2,NA,NA,NA,0,0,0,27,6.82142857142857,7.03846153846154,0.217032967032967,NA,NA,NA,NA,NA,1,7,7,1,2,0,1,0,0,0,0,0,"Unknown","Male",1993,"Germany",1,NA
9000451,1,1,3,2015,"2504",1,2018,0,NA,NA,NA,NA,0,0,NA,NA,0,19,5,1,0,0,0,2,0,0,27,"1",7.1,7.5,5,0.75,26,1,180,1,"2504",NA,7.1,NA,NA,NA,7.35,6.8,7.2,7.35,6.8,7.2,NA,NA,NA,0,0,0,25,7.26923076923077,6.96153846153846,-0.307692307692307,NA,NA,NA,NA,NA,1,2,2,1,1,0,1,0,0,0,0,0,"Germany","Female",1996,"Germany",0,1
9000464,1,1,3,2014,"2504",1,2017,0,NA,NA,NA,NA,0,0,NA,NA,1,17,6,1,0,0,0,2,0,0,27,"1",7.1,9,5,0.866025403784439,26,1,180,1,"2504",NA,7.1,NA,NA,7,7.16666666666667,7.2,NA,7,7.16666666666667,7.2,NA,NA,NA,0,0,0,25,6.96153846153846,7.26923076923077,0.307692307692307,NA,NA,NA,NA,NA,1,1,1,1,1,0,1,0,0,0,0,0,"Unknown","Male",1995,"Europe",0,1
9000468,NA,NA,4,NA,"2501",1,2016,1,NA,NA,3,NA,0,0,"Specialisation Intl Business Economics",6.42857142857143,0,8,15,5,0,0,0,4,0,0,32,"1",6.25,7.5,5,0.887151079037295,27,5,210,1,"2501",6.25,NA,6.2,6.27272727272727,6.28571428571429,NA,NA,NA,6.2,6.27272727272727,6.28571428571429,NA,NA,NA,0,0,0,28,5.92857142857143,6.57142857142857,0.642857142857142,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,0,0,1,0,0,0,"The Netherlands","Male",1993,"the Netherlands",1,2
9000479,NA,NA,6,NA,"2504",1,2018,0,NA,NA,NA,NA,0,0,NA,NA,1,18,8,14,0,7,0,1,0,5,54,"1",5.89583333333333,9,3,1.63719510181848,28,26,199.5,1,"2504",NA,5.89583333333333,6.13636363636364,4.89285714285714,6.07692307692308,7.5,6.58333333333333,7,6.13636363636364,4.89285714285714,6.07692307692308,7.5,6.58333333333333,7,1,1,1,48,5.54166666666667,6.25,0.708333333333333,NA,NA,NA,NA,NA,NA,NA,NA,4,22,0,0,0,1,0,0,0,"The Netherlands","Male",1991,"the Netherlands",0,1
9000487,1,0,4,NA,"2504",1,2016,1,1,1,3,2015,0,0,NA,5.69444444444444,1,8,16,7,0,6,0,1,0,0,39,"1",5.73684210526316,9,3,1.51896498414022,26,13,180,1,"2504",NA,5.73684210526316,5.91666666666667,5.60714285714286,4.85714285714286,6.9,NA,NA,5.91666666666667,5.60714285714286,4.85714285714286,6.9,NA,NA,1,0,0,38,5.65789473684211,5.81578947368421,0.157894736842105,NA,NA,NA,NA,NA,NA,NA,NA,2,11,0,0,0,1,0,0,0,"The Netherlands","Male",1994,"the Netherlands",1,2
9000501,2,1,3,2015,"2504",1,2018,0,NA,NA,NA,NA,0,0,NA,NA,9,16,0,0,0,0,0,1,0,0,26,"0",8.04,9,7.5,0.734846922834953,26,0,180,1,"2504",NA,8.04,NA,NA,NA,8.1,7.95,8.1,8.1,7.95,8.1,NA,NA,NA,0,0,0,25,7.96153846153846,8.07692307692308,0.115384615384615,NA,NA,NA,NA,NA,1,8,8,0,0,0,1,0,0,0,0,0,"Germany","Male",1994,"Germany",0,1
9000508,1,1,3,2013,"2504",1,2016,0,NA,NA,NA,NA,0,0,NA,NA,2,18,5,0,0,0,0,1,0,0,26,"0",7.32,9,6,0.788986691902975,26,0,180,1,"2504",NA,7.32,NA,7.35,7.2,7.5,NA,NA,7.35,7.2,7.5,NA,NA,NA,0,0,0,25,7.15384615384615,7.5,0.346153846153846,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,"Unknown","Male",1992,"Germany",0,1
9000518,1,1,3,2014,"2504",1,2017,1,1,1,3,2017,0,1,NA,7.5,2,15,8,2,0,0,0,1,0,0,28,"1",6.98148148148148,9,5,1.03293347653737,26,2,180,1,"2504",NA,6.98148148148148,NA,NA,7.05,7.35,6.35714285714286,NA,7.05,7.35,6.35714285714286,NA,NA,NA,0,0,0,27,6.96428571428571,7,0.0357142857142856,0,1,0,0,1,1,1,1,1,2,0,0,0,1,1,0,0,"The Netherlands","Female",1996,"the Netherlands",1,3
9000555,1,1,3,2012,"2504",1,2015,0,NA,NA,NA,NA,0,0,NA,NA,10,12,2,0,0,0,0,2,0,0,26,"0",8,9,6,0.955533085905909,26,0,180,1,"2504",NA,8,7.95,8,8.1,NA,NA,NA,7.95,8,8.1,NA,NA,NA,0,0,0,24,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,"Unknown","Male",1992,"Germany",0,1
9000562,1,1,3,2012,"2504",1,2015,0,NA,NA,NA,NA,0,0,NA,NA,1,19,5,0,0,0,0,1,0,0,26,"0",7.26,9,6,0.708872343937892,26,0,180,1,"2504",NA,7.26,6.9,7.5,7.5,NA,NA,NA,6.9,7.5,7.5,NA,NA,NA,0,0,0,25,6.92307692307692,7.61538461538461,0.692307692307692,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,"Unknown","Female",1993,"Germany",0,1
9000569,1,1,3,2015,"2504",1,2018,1,NA,NA,1,NA,0,0,NA,NA,1,18,5,1,0,0,0,2,0,0,27,"1",7.16,9,5,0.838152730712011,26,1,180,1,"2504",NA,7.16,NA,NA,NA,7.35,6.8,7.5,7.35,6.8,7.5,NA,NA,NA,0,0,0,25,7.26923076923077,7.07692307692308,-0.192307692307693,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,0,0,0,0,"Austria","Female",1996,"Europe",1,NA
9000599,2,1,3,2014,"2504",1,2017,0,NA,NA,NA,NA,0,0,NA,NA,4,19,1,0,0,0,0,2,0,0,26,"0",7.6875,9,6,0.672640804719661,26,0,180,1,"2504",NA,7.6875,NA,NA,7.8,7.5,7.8,NA,7.8,7.5,7.8,NA,NA,NA,0,0,0,24,7.75,7.625,-0.125,NA,NA,NA,NA,NA,1,9,9,0,0,0,1,0,0,0,0,0,"Unknown","Female",1995,"Germany",0,1
9000617,1,1,3,2015,"2501",1,2018,1,NA,NA,1,NA,0,0,"Specialisation Intl Business Economics",NA,18,7,0,0,0,0,0,3,0,0,28,"0",8.58,9,7.5,0.687386354243376,28,0,188,1,"2501",8.58,NA,NA,NA,NA,8.5,8.85,8.25,8.5,8.85,8.25,NA,NA,NA,0,0,0,25,8.53846153846154,8.65384615384615,0.115384615384615,NA,NA,NA,NA,NA,1,2,2,0,0,0,1,0,0,0,0,0,"Germany","Female",1995,"Germany",1,NA
9000632,1,1,3,2015,"2501",1,2018,0,NA,NA,NA,NA,0,0,"Specialisation Intl Business Economics",NA,2,17,3,1,0,0,0,4,0,0,27,"1",7.32608695652174,9,5,0.873975967687248,26,1,180,1,"2501",7.32608695652174,NA,NA,NA,NA,7.33333333333333,7.5,7.08333333333333,7.33333333333333,7.5,7.08333333333333,NA,NA,NA,0,0,0,23,7.375,7.27272727272727,-0.102272727272728,NA,NA,NA,NA,NA,1,4,4,1,1,0,1,0,0,0,0,0,"Germany","Male",1995,"Germany",0,1
9000651,1,1,3,2015,"2504",1,2018,0,NA,NA,NA,NA,0,0,NA,NA,2,20,3,0,0,1,0,1,0,0,27,"1",7.26923076923077,9,3,1.09754971851638,26,1,180,1,"2504",NA,7.26923076923077,NA,NA,NA,7.8,6.95454545454545,6.9,7.8,6.95454545454545,6.9,NA,NA,NA,0,0,0,26,7.61538461538461,6.92307692307692,-0.692307692307692,NA,NA,NA,NA,NA,1,2,2,1,1,0,0,0,1,0,0,0,"The Netherlands","Male",1997,"the Netherlands",0,1
9000658,1,1,3,2012,"2504",1,2015,1,1,1,1,2015,0,0,NA,7.71428571428571,4,21,0,0,0,0,0,2,0,0,27,"0",7.74,9,7.5,0.561248608016091,27,0,181.5,1,"2504",NA,7.74,7.8,7.83333333333333,7.5,NA,NA,NA,7.8,7.83333333333333,7.5,NA,NA,NA,0,0,0,25,7.73076923076923,7.73076923076923,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,"Unknown","Female",1992,"Germany",1,3
9000670,1,1,3,2012,"2504",1,2015,0,NA,NA,NA,NA,0,0,NA,NA,2,14,8,1,0,0,0,2,0,0,27,"1",7.04,9,5,0.98868599666426,26,1,180,1,"2504",NA,7.04,6.72727272727273,7,7.8,NA,NA,NA,6.72727272727273,7,7.8,NA,NA,NA,0,0,0,25,6.61538461538461,7.38461538461539,0.76923076923077,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,"Unknown","Male",1993,"Germany",0,1
9000672,2,1,3,2012,"2504",1,2015,1,1,1,1,2015,0,0,NA,7.92857142857143,10,15,0,0,0,0,0,1,0,0,26,"0",8.1,9,7.5,0.75,26,0,180,1,"2504",NA,8.1,7.95,8.25,8.1,NA,NA,NA,7.95,8.25,8.1,NA,NA,NA,0,0,0,25,7.84615384615385,8.30769230769231,0.461538461538463,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,"Unknown","Female",1993,"Europe",1,3
9000679,1,1,4,2014,"2504",1,2018,0,NA,NA,NA,NA,0,0,NA,NA,0,17,8,7,0,4,0,1,0,0,37,"1",6.18055555555556,7.5,3,1.51257952696605,26,11,180,1,"2504",NA,6.18055555555556,NA,NA,6.75,5.8,6.16666666666667,6.25,6.75,5.8,6.16666666666667,6.25,NA,NA,1,0,0,36,6.02777777777778,6.33333333333333,0.305555555555555,NA,NA,NA,NA,NA,1,6,6,3,11,0,1,0,0,0,0,0,"Germany","Female",1993,"Germany",0,1
9000683,1,1,3,2015,"2504",1,2018,0,NA,NA,NA,NA,0,0,NA,NA,10,15,0,0,0,0,0,1,0,0,26,"0",8.1,9,7.5,0.75,26,0,180,1,"2504",NA,8.1,NA,NA,NA,8.55,7.8,7.8,8.55,7.8,7.8,NA,NA,NA,0,0,0,25,8.30769230769231,7.84615384615385,-0.461538461538463,NA,NA,NA,NA,NA,1,6,6,0,0,0,1,0,0,0,0,0,"Germany","Male",1995,"Germany",0,1
